Idade,Genero,Item_Comprado,Valor_Compra(R$),Forma_Pagamento,Compras_Anteriores,Frequencia_Compras
36,Masculino,Bone,95.0,Cartao de Credito,14,Mensal
21,Masculino,Vestido,68.0,Cartao de Credito,10,Anual
25,Masculino,Casaco,87.0,Dinheiro,17,A cada 3 meses
65,Masculino,Camisa,64.0,Cartao de Debito,24,Quinzenal
42,Masculino,Camisa,74.0,PayPal,31,Trimestral
40,Masculino,Jeans,62.0,Dinheiro,36,Anual
58,Masculino,Meias,97.0,Cartao de Debito,38,A cada 3 meses
40,Masculino,Sandalias,47.0,Dinheiro,23,Quinzenal
62,Masculino,Blusa,83.0,Cartao de Debito,47,Duas vezes/semana
38,Masculino,Camisa,82.0,Cartao de Credito,20,Semanal
37,Masculino,Óculos de Sol,26.0,Transferencia Bancaria,41,Mensal
65,Masculino,Jaqueta,81.0,PayPal,44,Quinzenal
55,Masculino,Vestido,44.0,Cartao de Debito,31,Mensal
43,Masculino,Óculos de Sol,88.0,PayPal,11,Duas vezes/semana
43,Masculino,Botas,76.0,Dinheiro,25,Duas vezes/semana
45,Masculino,Cachecol,89.0,PayPal,31,Semanal
64,Masculino,Shorts,22.0,Transferencia Bancaria,40,Semanal
28,Masculino,Shorts,33.0,Venmo,23,Duas vezes/semana
69,Masculino,Jeans,97.0,Venmo,5,Trimestral
54,Masculino,Cachecol,57.0,Venmo,26,Semanal
52,Masculino,Shorts,38.0,Cartao de Credito,11,Duas vezes/semana
23,Masculino,Tenis,55.0,PayPal,44,A cada 3 meses
26,Masculino,Joias,37.0,Cartao de Credito,47,A cada 3 meses
48,Masculino,Sapato,43.0,Venmo,46,Mensal
49,Masculino,Agasalho,96.0,Cartao de Debito,35,A cada 3 meses
53,Masculino,Jaqueta,51.0,Cartao de Debito,8,Duas vezes/semana
69,Masculino,Shorts,95.0,Transferencia Bancaria,30,Semanal
26,Masculino,Meias,26.0,PayPal,14,Duas vezes/semana
21,Masculino,Casaco,34.0,Dinheiro,30,Semanal
59,Masculino,Sandalias,83.0,Dinheiro,26,A cada 3 meses
21,Masculino,Mochila,24.0,Transferencia Bancaria,32,Quinzenal
22,Masculino,Calca,69.0,Transferencia Bancaria,47,A cada 3 meses
26,Masculino,Sueter,40.0,Venmo,11,A cada 3 meses
41,Masculino,Jaqueta,87.0,PayPal,28,Anual
37,Masculino,Tenis,46.0,PayPal,2,A cada 3 meses
30,Masculino,Joias,82.0,Cartao de Credito,45,Semanal
49,Masculino,Mochila,81.0,PayPal,7,A cada 3 meses
49,Masculino,Joias,57.0,Cartao de Debito,28,Duas vezes/semana
58,Masculino,Sapato,49.0,Venmo,34,Trimestral
70,Masculino,Jaqueta,42.0,Venmo,26,A cada 3 meses
27,Masculino,Jaqueta,26.0,Cartao de Debito,45,Trimestral
65,Masculino,Camiseta,38.0,PayPal,34,Anual
57,Masculino,Tenis,57.0,PayPal,47,Quinzenal
20,Masculino,Jaqueta,100.0,Dinheiro,42,Trimestral
34,Masculino,Agasalho,73.0,Dinheiro,27,A cada 3 meses
59,Masculino,Jaqueta,66.0,PayPal,43,Mensal
54,Masculino,Camiseta,73.0,Dinheiro,16,Duas vezes/semana
36,Masculino,Luvas,45.0,Dinheiro,40,Mensal
21,Masculino,Tenis,27.0,Dinheiro,29,Duas vezes/semana
52,Masculino,Camiseta,24.0,Cartao de Credito,38,Trimestral
43,Masculino,Tenis,59.0,Cartao de Credito,34,Semanal
32,Masculino,Jeans,20.0,Dinheiro,30,Semanal
55,Masculino,Bolsa,44.0,Dinheiro,45,Anual
31,Masculino,Meias,90.0,Transferencia Bancaria,47,Anual
45,Masculino,Joias,36.0,Cartao de Credito,5,Mensal
53,Masculino,Blusa,95.0,PayPal,50,Duas vezes/semana
24,Masculino,Mochila,30.0,Venmo,24,Duas vezes/semana
47,Masculino,Cachecol,65.0,Dinheiro,15,Duas vezes/semana
63,Masculino,Cachecol,96.0,PayPal,50,Semanal
38,Masculino,Camisa,65.0,Dinheiro,7,Mensal
59,Masculino,Calca,47.0,Venmo,10,Quinzenal
54,Masculino,Bone,25.0,Transferencia Bancaria,38,Duas vezes/semana
26,Masculino,Casaco,56.0,Cartao de Debito,31,Quinzenal
68,Masculino,Camiseta,76.0,Venmo,7,Trimestral
41,Masculino,Meias,60.0,Cartao de Debito,27,Mensal
68,Masculino,Camisa,67.0,Venmo,45,A cada 3 meses
21,Masculino,Sueter,95.0,PayPal,13,Anual
32,Masculino,Luvas,72.0,Transferencia Bancaria,33,Anual
20,Masculino,Cinto,98.0,PayPal,25,A cada 3 meses
59,Masculino,Jeans,83.0,Cartao de Credito,5,Mensal
53,Masculino,Bolsa,37.0,PayPal,23,Trimestral
66,Masculino,Camiseta,85.0,Transferencia Bancaria,17,Semanal
47,Masculino,Meias,36.0,PayPal,14,Semanal
58,Masculino,Jeans,36.0,Venmo,28,Anual
28,Masculino,Cachecol,86.0,PayPal,19,Semanal
68,Masculino,Calca,99.0,Venmo,31,Duas vezes/semana
60,Masculino,Blusa,21.0,Transferencia Bancaria,25,Duas vezes/semana
47,Masculino,Jaqueta,84.0,Cartao de Debito,4,Duas vezes/semana
18,Masculino,Sandalias,63.0,Dinheiro,20,Semanal
32,Masculino,Shorts,84.0,Dinheiro,37,Anual
27,Masculino,Shorts,72.0,Cartao de Debito,28,Anual
65,Masculino,Saia,21.0,Cartao de Credito,6,Semanal
68,Masculino,Sandalias,92.0,Dinheiro,27,Anual
55,Masculino,Blusa,72.0,Dinheiro,29,Quinzenal
30,Masculino,Sandalias,83.0,Dinheiro,1,Anual
24,Masculino,Camisa,73.0,Transferencia Bancaria,31,Anual
57,Masculino,Meias,98.0,Dinheiro,28,Trimestral
23,Masculino,Camiseta,76.0,Dinheiro,19,Trimestral
69,Masculino,Vestido,43.0,Transferencia Bancaria,36,Mensal
60,Masculino,Bone,60.0,Cartao de Debito,28,Mensal
25,Masculino,Luvas,40.0,Cartao de Debito,29,Semanal
18,Masculino,Meias,93.0,Dinheiro,9,A cada 3 meses
37,Masculino,Vestido,98.0,Venmo,26,A cada 3 meses
61,Masculino,Meias,91.0,Cartao de Debito,7,Quinzenal
41,Masculino,Cinto,92.0,Venmo,35,Semanal
69,Masculino,Bolsa,87.0,PayPal,46,A cada 3 meses
32,Masculino,Saia,96.0,PayPal,8,Mensal
60,Masculino,Agasalho,97.0,Transferencia Bancaria,50,A cada 3 meses
43,Masculino,Blusa,55.0,Cartao de Credito,37,Anual
61,Masculino,Jeans,58.0,Cartao de Credito,6,Quinzenal
57,Masculino,Botas,21.0,PayPal,16,Duas vezes/semana
56,Masculino,Bolsa,82.0,Cartao de Credito,30,Mensal
66,Masculino,Casaco,34.0,Cartao de Credito,50,Trimestral
52,Masculino,Blusa,78.0,PayPal,5,A cada 3 meses
63,Masculino,Bolsa,47.0,Cartao de Debito,15,Mensal
50,Masculino,Óculos de Sol,96.0,Venmo,34,Duas vezes/semana
21,Masculino,Meias,23.0,Dinheiro,6,A cada 3 meses
42,Masculino,Sapato,27.0,PayPal,26,Anual
40,Masculino,Mochila,37.0,Transferencia Bancaria,34,A cada 3 meses
67,Masculino,Cachecol,79.0,Transferencia Bancaria,37,Semanal
35,Masculino,Mochila,40.0,Transferencia Bancaria,28,Anual
18,Masculino,Casaco,39.0,Dinheiro,38,Quinzenal
52,Masculino,Agasalho,73.0,Cartao de Debito,2,Trimestral
59,Masculino,Luvas,84.0,Cartao de Credito,32,Duas vezes/semana
49,Masculino,Shorts,94.0,Dinheiro,30,Duas vezes/semana
46,Masculino,Saia,47.0,Dinheiro,17,A cada 3 meses
69,Masculino,Botas,77.0,PayPal,5,Duas vezes/semana
56,Masculino,Shorts,94.0,Cartao de Credito,31,Duas vezes/semana
27,Masculino,Bolsa,75.0,PayPal,43,Trimestral
57,Masculino,Vestido,82.0,Cartao de Debito,19,Anual
58,Masculino,Sapato,36.0,PayPal,32,A cada 3 meses
23,Masculino,Tenis,90.0,Dinheiro,5,Duas vezes/semana
19,Masculino,Meias,48.0,PayPal,9,Trimestral
40,Masculino,Jaqueta,42.0,Dinheiro,48,Semanal
54,Masculino,Mochila,33.0,Cartao de Debito,1,Trimestral
50,Masculino,Meias,63.0,Cartao de Credito,20,Mensal
69,Masculino,Bolsa,53.0,Cartao de Debito,42,Anual
42,Masculino,Bone,37.0,Cartao de Debito,45,Duas vezes/semana
37,Masculino,Blusa,92.0,Transferencia Bancaria,41,Mensal
46,Masculino,Shorts,73.0,Transferencia Bancaria,36,Trimestral
64,Masculino,Camisa,38.0,Cartao de Credito,10,Anual
20,Masculino,Botas,51.0,PayPal,31,Anual
40,Masculino,Jaqueta,90.0,Cartao de Credito,21,Trimestral
64,Masculino,Jaqueta,56.0,Transferencia Bancaria,16,A cada 3 meses
29,Masculino,Bolsa,33.0,Cartao de Debito,18,A cada 3 meses
20,Masculino,Cinto,53.0,Dinheiro,20,Semanal
43,Masculino,Bolsa,24.0,Dinheiro,21,Anual
60,Masculino,Casaco,59.0,Venmo,23,Trimestral
39,Masculino,Sueter,72.0,PayPal,20,Semanal
47,Masculino,Shorts,28.0,Transferencia Bancaria,30,Duas vezes/semana
19,Masculino,Calca,36.0,Dinheiro,33,A cada 3 meses
52,Masculino,Joias,47.0,Transferencia Bancaria,31,Mensal
34,Masculino,Luvas,62.0,Dinheiro,48,Mensal
25,Masculino,Saia,98.0,Cartao de Debito,28,Semanal
43,Masculino,Sandalias,28.0,PayPal,7,A cada 3 meses
55,Masculino,Meias,86.0,PayPal,4,Semanal
66,Masculino,Joias,46.0,Venmo,49,Duas vezes/semana
41,Masculino,Óculos de Sol,42.0,PayPal,22,Semanal
47,Masculino,Casaco,80.0,Transferencia Bancaria,39,Quinzenal
51,Masculino,Cinto,39.0,Transferencia Bancaria,45,A cada 3 meses
44,Masculino,Casaco,49.0,Cartao de Debito,30,Quinzenal
18,Masculino,Cachecol,32.0,Venmo,33,Duas vezes/semana
33,Masculino,Sandalias,73.0,PayPal,24,Duas vezes/semana
24,Masculino,Cinto,42.0,PayPal,11,Trimestral
33,Masculino,Cachecol,58.0,Venmo,13,A cada 3 meses
61,Masculino,Joias,22.0,PayPal,27,Anual
27,Masculino,Cachecol,56.0,Cartao de Debito,30,Duas vezes/semana
46,Masculino,Calca,70.0,Dinheiro,39,Trimestral
38,Masculino,Sapato,50.0,Transferencia Bancaria,10,Anual
63,Masculino,Botas,21.0,Venmo,4,Trimestral
47,Masculino,Jaqueta,97.0,Transferencia Bancaria,16,Semanal
42,Masculino,Mochila,63.0,Cartao de Credito,34,Mensal
41,Masculino,Jaqueta,60.0,Cartao de Credito,11,A cada 3 meses
53,Masculino,Botas,52.0,Cartao de Credito,30,Quinzenal
29,Masculino,Sapato,32.0,Dinheiro,40,Anual
61,Masculino,Cinto,48.0,Dinheiro,13,Anual
69,Masculino,Joias,25.0,Dinheiro,28,A cada 3 meses
51,Masculino,Joias,68.0,Transferencia Bancaria,49,Duas vezes/semana
24,Masculino,Calca,74.0,PayPal,23,Semanal
24,Masculino,Camiseta,88.0,PayPal,4,Trimestral
70,Masculino,Shorts,23.0,Venmo,17,Quinzenal
49,Masculino,Agasalho,32.0,Dinheiro,24,Quinzenal
48,Masculino,Cinto,71.0,Venmo,21,A cada 3 meses
58,Masculino,Botas,62.0,Cartao de Debito,17,Duas vezes/semana
32,Masculino,Agasalho,20.0,Cartao de Credito,22,Trimestral
57,Masculino,Shorts,62.0,Cartao de Debito,27,Quinzenal
69,Masculino,Mochila,81.0,PayPal,1,A cada 3 meses
42,Masculino,Cachecol,90.0,Cartao de Debito,27,Semanal
30,Masculino,Meias,43.0,Cartao de Debito,8,Trimestral
35,Masculino,Bolsa,38.0,Cartao de Credito,43,Trimestral
19,Masculino,Óculos de Sol,25.0,Venmo,24,Quinzenal
52,Masculino,Camiseta,98.0,Dinheiro,29,Quinzenal
42,Masculino,Vestido,75.0,Cartao de Debito,10,Duas vezes/semana
36,Masculino,Tenis,27.0,Transferencia Bancaria,12,Quinzenal
45,Masculino,Óculos de Sol,27.0,Cartao de Credito,48,Quinzenal
54,Masculino,Blusa,42.0,Cartao de Debito,40,Trimestral
54,Masculino,Camiseta,90.0,Transferencia Bancaria,1,Anual
27,Masculino,Bone,63.0,Cartao de Credito,26,Quinzenal
53,Masculino,Shorts,96.0,Dinheiro,9,Anual
20,Masculino,Agasalho,40.0,PayPal,19,Trimestral
52,Masculino,Meias,39.0,Cartao de Debito,37,Mensal
54,Masculino,Óculos de Sol,48.0,Transferencia Bancaria,3,Trimestral
65,Masculino,Blusa,20.0,Venmo,40,Semanal
43,Masculino,Jeans,29.0,Dinheiro,13,Trimestral
57,Masculino,Vestido,81.0,Transferencia Bancaria,48,Mensal
19,Masculino,Vestido,98.0,Venmo,4,A cada 3 meses
69,Masculino,Jeans,93.0,Transferencia Bancaria,9,Semanal
26,Masculino,Meias,30.0,PayPal,26,Duas vezes/semana
57,Masculino,Óculos de Sol,37.0,Venmo,19,Semanal
20,Masculino,Casaco,28.0,Venmo,1,A cada 3 meses
55,Masculino,Cachecol,29.0,PayPal,29,A cada 3 meses
44,Masculino,Mochila,49.0,Venmo,38,Duas vezes/semana
52,Masculino,Calca,53.0,Transferencia Bancaria,31,Anual
57,Masculino,Luvas,66.0,PayPal,35,Anual
40,Masculino,Jaqueta,61.0,Cartao de Debito,40,Trimestral
23,Masculino,Shorts,23.0,Dinheiro,13,Trimestral
36,Masculino,Calca,36.0,Cartao de Debito,9,A cada 3 meses
59,Masculino,Saia,81.0,Cartao de Credito,25,A cada 3 meses
29,Masculino,Blusa,56.0,Cartao de Credito,3,Duas vezes/semana
63,Masculino,Camisa,78.0,Venmo,35,Mensal
60,Masculino,Joias,25.0,Transferencia Bancaria,13,Duas vezes/semana
64,Masculino,Mochila,86.0,Cartao de Credito,31,Anual
63,Masculino,Joias,99.0,Cartao de Credito,48,Mensal
21,Masculino,Cinto,83.0,Cartao de Debito,6,Duas vezes/semana
61,Masculino,Vestido,33.0,PayPal,43,Mensal
65,Masculino,Casaco,44.0,Venmo,1,Trimestral
69,Masculino,Vestido,58.0,Cartao de Debito,8,Anual
47,Masculino,Sueter,54.0,Cartao de Credito,6,Semanal
41,Masculino,Agasalho,93.0,Cartao de Debito,32,Quinzenal
68,Masculino,Sapato,98.0,Transferencia Bancaria,46,Duas vezes/semana
41,Masculino,Sapato,36.0,Transferencia Bancaria,38,A cada 3 meses
42,Masculino,Jaqueta,68.0,PayPal,48,Quinzenal
66,Masculino,Mochila,95.0,Cartao de Credito,18,Duas vezes/semana
66,Masculino,Jeans,93.0,Transferencia Bancaria,25,Trimestral
33,Masculino,Jaqueta,99.0,Dinheiro,4,Quinzenal
55,Masculino,Óculos de Sol,22.0,Dinheiro,27,Trimestral
58,Masculino,Luvas,88.0,Dinheiro,14,Mensal
18,Masculino,Jaqueta,65.0,Cartao de Credito,36,Quinzenal
49,Masculino,Camiseta,62.0,Venmo,6,Trimestral
61,Masculino,Sandalias,55.0,Transferencia Bancaria,46,Anual
31,Masculino,Shorts,97.0,Transferencia Bancaria,29,Anual
70,Masculino,Bolsa,77.0,Cartao de Credito,12,Mensal
68,Masculino,Calca,40.0,Cartao de Credito,47,Semanal
27,Masculino,Blusa,23.0,Venmo,28,Anual
48,Masculino,Sapato,46.0,PayPal,21,Anual
63,Masculino,Mochila,75.0,Venmo,15,Anual
49,Masculino,Sapato,76.0,Dinheiro,38,Anual
19,Masculino,Vestido,59.0,Cartao de Debito,19,Anual
30,Masculino,Saia,51.0,Transferencia Bancaria,31,Semanal
50,Masculino,Jaqueta,46.0,Transferencia Bancaria,30,A cada 3 meses
66,Masculino,Camisa,26.0,PayPal,40,Trimestral
25,Masculino,Agasalho,51.0,Venmo,42,Duas vezes/semana
61,Masculino,Cachecol,44.0,Venmo,25,Anual
29,Masculino,Saia,82.0,Transferencia Bancaria,20,Trimestral
53,Masculino,Saia,44.0,PayPal,3,Semanal
24,Masculino,Cachecol,27.0,Venmo,14,Anual
51,Masculino,Óculos de Sol,90.0,PayPal,32,Quinzenal
26,Masculino,Sandalias,58.0,Dinheiro,20,A cada 3 meses
59,Masculino,Agasalho,80.0,PayPal,34,Quinzenal
41,Masculino,Jaqueta,40.0,PayPal,6,Anual
20,Masculino,Calca,23.0,Cartao de Credito,2,Anual
22,Masculino,Camisa,34.0,PayPal,35,Anual
18,Masculino,Blusa,35.0,Cartao de Debito,33,Trimestral
30,Masculino,Saia,75.0,Cartao de Debito,45,Duas vezes/semana
25,Masculino,Óculos de Sol,60.0,Cartao de Debito,20,A cada 3 meses
39,Masculino,Cinto,87.0,Cartao de Debito,48,Anual
49,Masculino,Luvas,41.0,Cartao de Credito,37,Mensal
25,Masculino,Calca,83.0,PayPal,4,A cada 3 meses
23,Masculino,Cachecol,81.0,Transferencia Bancaria,24,Duas vezes/semana
33,Masculino,Camiseta,56.0,Dinheiro,4,A cada 3 meses
60,Masculino,Sapato,58.0,Cartao de Debito,25,Anual
51,Masculino,Calca,84.0,Venmo,14,Duas vezes/semana
23,Masculino,Luvas,21.0,Cartao de Credito,14,Quinzenal
20,Masculino,Meias,35.0,PayPal,46,A cada 3 meses
51,Masculino,Tenis,43.0,Venmo,27,Trimestral
23,Feminino,Shorts,20.0,Cartao de Debito,46,Mensal
67,Feminino,Blusa,36.0,Cartao de Credito,24,A cada 3 meses
23,Feminino,Casaco,70.0,Cartao de Debito,4,Anual
26,Feminino,Óculos de Sol,83.0,Cartao de Credito,2,Quinzenal
52,Feminino,Shorts,76.0,Transferencia Bancaria,29,Quinzenal
52,Feminino,Vestido,81.0,PayPal,7,Quinzenal
52,Feminino,Bolsa,47.0,Transferencia Bancaria,39,Mensal
35,Feminino,Botas,35.0,Transferencia Bancaria,46,Quinzenal
24,Feminino,Calca,85.0,Cartao de Debito,44,Anual
43,Feminino,Botas,96.0,Cartao de Debito,20,Anual
25,Feminino,Saia,98.0,PayPal,44,Quinzenal
46,Feminino,Tenis,52.0,Cartao de Credito,23,Anual
22,Feminino,Joias,84.0,Cartao de Debito,37,Semanal
70,Feminino,Camiseta,71.0,Venmo,4,Semanal
49,Feminino,Sandalias,95.0,Transferencia Bancaria,14,Quinzenal
48,Feminino,Botas,47.0,Venmo,31,Quinzenal
59,Feminino,Casaco,75.0,Venmo,9,Trimestral
39,Feminino,Cinto,28.0,PayPal,31,Semanal
30,Feminino,Óculos de Sol,44.0,Venmo,26,Duas vezes/semana
37,Feminino,Sandalias,64.0,Dinheiro,41,A cada 3 meses
56,Feminino,Botas,28.0,Cartao de Debito,13,Anual
67,Feminino,Agasalho,21.0,Dinheiro,4,Mensal
40,Feminino,Bone,41.0,Cartao de Debito,15,A cada 3 meses
24,Feminino,Shorts,38.0,Dinheiro,38,Duas vezes/semana
43,Feminino,Mochila,77.0,Venmo,3,Quinzenal
45,Feminino,Shorts,43.0,Cartao de Debito,6,A cada 3 meses
33,Feminino,Cinto,91.0,Dinheiro,34,Duas vezes/semana
53,Feminino,Shorts,68.0,Cartao de Debito,7,Trimestral
44,Feminino,Meias,37.0,PayPal,21,Anual
23,Feminino,Sapato,23.0,Transferencia Bancaria,17,Mensal
59,Feminino,Tenis,65.0,Venmo,5,A cada 3 meses
68,Feminino,Mochila,30.0,Dinheiro,21,Quinzenal
46,Feminino,Vestido,45.0,Venmo,42,Duas vezes/semana
56,Feminino,Botas,25.0,Venmo,49,Trimestral
40,Feminino,Meias,72.0,Venmo,33,Quinzenal
61,Feminino,Vestido,75.0,Dinheiro,12,Duas vezes/semana
53,Feminino,Bolsa,63.0,Dinheiro,18,A cada 3 meses
29,Feminino,Blusa,35.0,Cartao de Credito,47,Trimestral
44,Feminino,Cinto,32.0,Venmo,18,Semanal
43,Feminino,Calca,25.0,Transferencia Bancaria,48,Mensal
40,Feminino,Tenis,90.0,Venmo,18,A cada 3 meses
55,Feminino,Botas,70.0,Cartao de Debito,46,Trimestral
66,Feminino,Óculos de Sol,27.0,Venmo,34,A cada 3 meses
50,Feminino,Bone,92.0,Cartao de Debito,10,Duas vezes/semana
57,Feminino,Casaco,20.0,Cartao de Credito,12,Mensal
42,Feminino,Jaqueta,52.0,Cartao de Credito,36,Trimestral
55,Feminino,Agasalho,57.0,Venmo,34,Trimestral
25,Feminino,Botas,96.0,Venmo,49,Anual
22,Feminino,Camiseta,68.0,Transferencia Bancaria,36,Semanal
49,Feminino,Sueter,30.0,Transferencia Bancaria,18,Quinzenal
70,Feminino,Sapato,37.0,PayPal,39,Quinzenal
56,Feminino,Cachecol,42.0,Transferencia Bancaria,34,Semanal
52,Feminino,Vestido,54.0,Cartao de Credito,35,Semanal
65,Feminino,Jaqueta,81.0,Cartao de Debito,1,Duas vezes/semana
24,Feminino,Sapato,40.0,Transferencia Bancaria,48,Trimestral
32,Feminino,Mochila,88.0,Dinheiro,19,Semanal
57,Feminino,Vestido,94.0,Cartao de Debito,44,Semanal
35,Feminino,Camisa,54.0,Cartao de Debito,9,Duas vezes/semana
69,Feminino,Jaqueta,51.0,Cartao de Debito,3,Quinzenal
30,Feminino,Óculos de Sol,22.0,Cartao de Credito,50,Mensal
37,Feminino,Jaqueta,95.0,Cartao de Credito,7,Trimestral
19,Feminino,Casaco,57.0,PayPal,20,Anual
53,Feminino,Sueter,45.0,Cartao de Debito,16,Duas vezes/semana
25,Feminino,Tenis,92.0,Cartao de Debito,29,Quinzenal
47,Feminino,Sapato,40.0,Cartao de Debito,21,Semanal
18,Feminino,Óculos de Sol,62.0,Cartao de Debito,19,A cada 3 meses
22,Feminino,Shorts,90.0,Cartao de Credito,10,Duas vezes/semana
69,Feminino,Agasalho,82.0,Venmo,4,Mensal
55,Feminino,Cachecol,52.0,Cartao de Debito,45,Trimestral
19,Feminino,Sandalias,70.0,Dinheiro,17,Quinzenal
23,Feminino,Bone,83.0,PayPal,22,Quinzenal
54,Feminino,Sapato,49.0,Transferencia Bancaria,3,A cada 3 meses
52,Feminino,Tenis,91.0,Transferencia Bancaria,11,Quinzenal
64,Feminino,Mochila,99.0,Transferencia Bancaria,4,Anual
33,Feminino,Cinto,92.0,Cartao de Debito,11,Duas vezes/semana
40,Feminino,Camisa,87.0,Cartao de Debito,47,Quinzenal
26,Feminino,Saia,28.0,Cartao de Credito,17,Semanal
31,Feminino,Luvas,71.0,Cartao de Debito,32,Mensal
23,Feminino,Luvas,32.0,Transferencia Bancaria,37,Anual
52,Feminino,Bolsa,33.0,PayPal,44,Trimestral
21,Feminino,Meias,75.0,Cartao de Credito,27,A cada 3 meses
31,Feminino,Mochila,83.0,Dinheiro,46,Anual
63,Feminino,Jeans,93.0,Venmo,13,Duas vezes/semana
46,Feminino,Saia,29.0,Transferencia Bancaria,2,Duas vezes/semana
44,Feminino,Agasalho,25.0,PayPal,45,Anual
57,Feminino,Joias,76.0,Venmo,35,A cada 3 meses
50,Feminino,Tenis,81.0,Transferencia Bancaria,39,A cada 3 meses
33,Feminino,Camisa,80.0,Venmo,39,A cada 3 meses
19,Feminino,Óculos de Sol,70.0,Cartao de Credito,34,Quinzenal
68,Feminino,Vestido,81.0,PayPal,41,Mensal
27,Feminino,Sapato,86.0,PayPal,47,Anual
61,Feminino,Cinto,94.0,Cartao de Debito,17,Trimestral
38,Feminino,Camisa,66.0,Dinheiro,40,Mensal
28,Feminino,Botas,98.0,Transferencia Bancaria,44,Duas vezes/semana
39,Feminino,Agasalho,25.0,Transferencia Bancaria,21,A cada 3 meses
18,Feminino,Jeans,62.0,Cartao de Debito,21,A cada 3 meses
24,Feminino,Jaqueta,98.0,Dinheiro,16,Anual
64,Feminino,Jaqueta,53.0,Venmo,15,Anual
51,Feminino,Sandalias,66.0,Dinheiro,26,A cada 3 meses
27,Feminino,Vestido,52.0,Venmo,50,Mensal
48,Feminino,Sueter,64.0,Dinheiro,30,Duas vezes/semana
69,Feminino,Luvas,59.0,Transferencia Bancaria,48,Trimestral
59,Feminino,Óculos de Sol,61.0,PayPal,21,Duas vezes/semana
59,Feminino,Cinto,97.0,Venmo,18,Anual
42,Feminino,Bone,23.0,Transferencia Bancaria,41,Mensal
39,Feminino,Bone,98.0,Dinheiro,11,Mensal
32,Feminino,Blusa,98.0,Cartao de Debito,8,Duas vezes/semana
68,Feminino,Sapato,59.0,Cartao de Credito,42,A cada 3 meses
41,Feminino,Saia,82.0,Transferencia Bancaria,41,Duas vezes/semana
31,Feminino,Tenis,82.0,Venmo,3,A cada 3 meses
58,Feminino,Camiseta,41.0,Transferencia Bancaria,10,A cada 3 meses
28,Feminino,Bolsa,52.0,Venmo,35,Trimestral
63,Feminino,Sueter,41.0,Cartao de Credito,2,Semanal
64,Feminino,Luvas,70.0,Dinheiro,24,Trimestral
66,Feminino,Vestido,91.0,Venmo,47,Mensal
31,Feminino,Vestido,95.0,Cartao de Credito,31,Mensal
55,Feminino,Blusa,25.0,Venmo,28,Duas vezes/semana
32,Feminino,Camisa,89.0,PayPal,13,Semanal
50,Feminino,Botas,44.0,PayPal,22,Trimestral
58,Feminino,Jaqueta,52.0,Dinheiro,12,Quinzenal
18,Feminino,Mochila,94.0,Cartao de Credito,10,A cada 3 meses
39,Feminino,Calca,98.0,Cartao de Credito,45,Trimestral
56,Feminino,Botas,40.0,Transferencia Bancaria,42,Trimestral
37,Feminino,Meias,25.0,Venmo,16,Semanal
46,Feminino,Cachecol,62.0,Cartao de Debito,6,Anual
52,Feminino,Blusa,24.0,Cartao de Debito,28,A cada 3 meses
70,Feminino,Cinto,57.0,Dinheiro,24,Duas vezes/semana
61,Feminino,Óculos de Sol,66.0,Transferencia Bancaria,14,Quinzenal
33,Feminino,Botas,70.0,Transferencia Bancaria,29,Quinzenal
65,Feminino,Sandalias,39.0,Venmo,33,Semanal
41,Feminino,Luvas,34.0,PayPal,30,Anual
19,Feminino,Saia,38.0,Cartao de Credito,26,Trimestral
33,Feminino,Saia,70.0,Transferencia Bancaria,12,A cada 3 meses
53,Feminino,Blusa,80.0,Cartao de Credito,13,Mensal
54,Feminino,Bolsa,51.0,PayPal,41,A cada 3 meses
36,Feminino,Botas,79.0,Dinheiro,4,Quinzenal
56,Feminino,Botas,92.0,Dinheiro,2,Anual
28,Feminino,Sueter,85.0,Dinheiro,28,Duas vezes/semana
34,Feminino,Meias,63.0,Dinheiro,24,Anual
43,Feminino,Luvas,60.0,Cartao de Credito,14,Quinzenal
54,Feminino,Shorts,44.0,Cartao de Debito,11,Semanal
37,Feminino,Botas,57.0,Transferencia Bancaria,27,Duas vezes/semana
33,Feminino,Jaqueta,24.0,PayPal,7,Quinzenal
33,Feminino,Cachecol,35.0,Transferencia Bancaria,49,Anual
55,Feminino,Jaqueta,73.0,Dinheiro,21,Anual
63,Feminino,Joias,42.0,PayPal,10,A cada 3 meses
52,Feminino,Agasalho,20.0,Cartao de Credito,37,Semanal
23,Feminino,Camiseta,89.0,Cartao de Credito,9,A cada 3 meses
70,Feminino,Camisa,76.0,PayPal,14,Duas vezes/semana
64,Feminino,Camisa,56.0,Dinheiro,30,Anual
22,Feminino,Casaco,100.0,Transferencia Bancaria,42,Quinzenal
46,Feminino,Camiseta,44.0,Cartao de Credito,31,Mensal
65,Feminino,Agasalho,76.0,Cartao de Credito,48,A cada 3 meses
18,Feminino,Óculos de Sol,97.0,Dinheiro,48,Trimestral
45,Feminino,Blusa,39.0,PayPal,50,Anual
56,Feminino,Agasalho,100.0,Cartao de Debito,10,Quinzenal
49,Feminino,Saia,62.0,Cartao de Credito,45,A cada 3 meses
66,Feminino,Shorts,98.0,Cartao de Debito,27,Trimestral
27,Feminino,Jeans,31.0,Cartao de Credito,10,Quinzenal
69,Feminino,Jaqueta,89.0,PayPal,19,Trimestral
66,Feminino,Agasalho,91.0,Cartao de Debito,1,A cada 3 meses
