Id,Idade,Genero,Item_Comprado,Valor_Compra(R$),Forma_Pagamento,Compras_Anteriores,Frequencia_Compras
2320,56,Masculino,Sandalias,38.0,Cartao de Debito,29,Mensal
2321,28,Masculino,Sapato,55.0,Cartao de Credito,9,A cada 3 meses
2322,50,Masculino,Sandalias,31.0,PayPal,27,Quinzenal
2323,39,Masculino,Casaco,84.0,Dinheiro,21,Quinzenal
2324,35,Masculino,Luvas,93.0,Transferencia Bancaria,36,Mensal
2325,59,Masculino,Casaco,28.0,Cartao de Debito,19,Anual
2326,44,Masculino,Botas,55.0,Cartao de Debito,47,Semanal
2327,66,Masculino,Saia,63.0,Dinheiro,38,Anual
2328,20,Masculino,Saia,94.0,Cartao de Credito,22,Duas vezes/semana
2329,45,Masculino,Calca,36.0,Cartao de Credito,29,Duas vezes/semana
2330,49,Masculino,Bone,97.0,Venmo,42,Anual
2331,60,Masculino,Mochila,63.0,Venmo,47,A cada 3 meses
2332,61,Masculino,Cachecol,77.0,Cartao de Credito,10,Duas vezes/semana
2333,36,Masculino,Cachecol,53.0,Cartao de Credito,10,Mensal
2334,33,Masculino,Camisa,77.0,Dinheiro,1,A cada 3 meses
2335,49,Masculino,Botas,79.0,Cartao de Credito,7,Mensal
2336,31,Masculino,Casaco,37.0,Venmo,10,Quinzenal
2337,19,Masculino,Cinto,94.0,Dinheiro,11,Semanal
2338,39,Masculino,Botas,76.0,PayPal,5,Anual
2339,66,Masculino,Tenis,68.0,PayPal,21,Trimestral
2340,25,Masculino,Camisa,65.0,Dinheiro,24,Trimestral
2341,63,Masculino,Blusa,24.0,Venmo,37,Quinzenal
2342,56,Masculino,Jaqueta,31.0,Dinheiro,22,A cada 3 meses
2343,20,Masculino,Saia,89.0,Cartao de Credito,16,Quinzenal
2344,58,Masculino,Meias,49.0,Venmo,44,Mensal
2345,34,Masculino,Sandalias,92.0,Cartao de Credito,14,Duas vezes/semana
2346,28,Masculino,Camiseta,32.0,Transferencia Bancaria,23,A cada 3 meses
2347,22,Masculino,Jaqueta,67.0,Transferencia Bancaria,46,Quinzenal
2348,37,Masculino,Cinto,64.0,Cartao de Credito,46,A cada 3 meses
2349,54,Masculino,Sapato,84.0,PayPal,16,A cada 3 meses
2350,65,Masculino,Blusa,34.0,Venmo,40,A cada 3 meses
2351,57,Masculino,Sapato,26.0,Transferencia Bancaria,21,Anual
2352,38,Masculino,Sueter,50.0,Cartao de Credito,25,Duas vezes/semana
2353,70,Masculino,Botas,46.0,Cartao de Credito,25,Trimestral
2354,56,Masculino,Bolsa,71.0,Cartao de Credito,25,A cada 3 meses
2355,56,Masculino,Blusa,78.0,Dinheiro,27,Mensal
2356,22,Masculino,Saia,35.0,PayPal,12,Mensal
2357,57,Masculino,Mochila,58.0,Transferencia Bancaria,27,Trimestral
2358,53,Masculino,Camisa,67.0,Transferencia Bancaria,40,Duas vezes/semana
2359,53,Masculino,Sueter,93.0,Transferencia Bancaria,38,Trimestral
2360,19,Masculino,Cachecol,81.0,Venmo,44,A cada 3 meses
2361,49,Masculino,Bolsa,80.0,Cartao de Debito,27,A cada 3 meses
2362,44,Masculino,Cachecol,64.0,Dinheiro,30,A cada 3 meses
2363,27,Masculino,Jeans,41.0,Venmo,24,Mensal
2364,60,Masculino,Meias,79.0,PayPal,38,Duas vezes/semana
2365,62,Masculino,Óculos de Sol,60.0,Cartao de Credito,4,Trimestral
2366,52,Masculino,Tenis,91.0,Dinheiro,32,Mensal
2367,30,Masculino,Sapato,66.0,PayPal,32,Quinzenal
2368,66,Masculino,Meias,85.0,Transferencia Bancaria,28,Duas vezes/semana
2369,29,Masculino,Óculos de Sol,38.0,Cartao de Credito,6,A cada 3 meses
2370,24,Masculino,Sueter,23.0,Cartao de Debito,24,Mensal
2371,51,Masculino,Sapato,71.0,Cartao de Debito,38,Semanal
2372,67,Masculino,Meias,25.0,PayPal,28,Anual
2373,50,Masculino,Botas,39.0,Cartao de Debito,9,Quinzenal
2374,37,Masculino,Agasalho,20.0,Transferencia Bancaria,21,A cada 3 meses
2375,69,Masculino,Luvas,73.0,Dinheiro,31,Mensal
2376,60,Masculino,Mochila,63.0,PayPal,18,Trimestral
2377,21,Masculino,Luvas,94.0,Venmo,5,Semanal
2378,44,Masculino,Blusa,94.0,Venmo,22,Anual
2379,26,Masculino,Cachecol,71.0,Cartao de Debito,37,Duas vezes/semana
2380,40,Masculino,Bone,77.0,Cartao de Credito,22,Mensal
2381,41,Masculino,Cachecol,66.0,Cartao de Credito,36,Quinzenal
2382,62,Masculino,Sandalias,23.0,Transferencia Bancaria,23,Anual
2383,39,Masculino,Sueter,60.0,Cartao de Debito,44,Semanal
2384,53,Masculino,Mochila,72.0,Dinheiro,25,Anual
2385,24,Masculino,Blusa,35.0,Cartao de Debito,40,Trimestral
2386,41,Masculino,Cachecol,31.0,Venmo,12,Semanal
2387,19,Masculino,Meias,33.0,Cartao de Credito,14,Mensal
2388,36,Masculino,Bone,95.0,Cartao de Credito,14,Mensal
2389,21,Masculino,Vestido,68.0,Cartao de Credito,10,Anual
2390,25,Masculino,Casaco,87.0,Dinheiro,17,A cada 3 meses
2391,65,Masculino,Camisa,64.0,Cartao de Debito,24,Quinzenal
2392,42,Masculino,Camisa,74.0,PayPal,31,Trimestral
2393,40,Masculino,Jeans,62.0,Dinheiro,36,Anual
2394,58,Masculino,Meias,97.0,Cartao de Debito,38,A cada 3 meses
2395,40,Masculino,Sandalias,47.0,Dinheiro,23,Quinzenal
2396,62,Masculino,Blusa,83.0,Cartao de Debito,47,Duas vezes/semana
2397,38,Masculino,Camisa,82.0,Cartao de Credito,20,Semanal
2398,37,Masculino,Óculos de Sol,26.0,Transferencia Bancaria,41,Mensal
2399,65,Masculino,Jaqueta,81.0,PayPal,44,Quinzenal
2400,55,Masculino,Vestido,44.0,Cartao de Debito,31,Mensal
2401,43,Masculino,Óculos de Sol,88.0,PayPal,11,Duas vezes/semana
2402,43,Masculino,Botas,76.0,Dinheiro,25,Duas vezes/semana
2403,45,Masculino,Cachecol,89.0,PayPal,31,Semanal
2404,64,Masculino,Shorts,22.0,Transferencia Bancaria,40,Semanal
2405,28,Masculino,Shorts,33.0,Venmo,23,Duas vezes/semana
2406,69,Masculino,Jeans,97.0,Venmo,5,Trimestral
2407,54,Masculino,Cachecol,57.0,Venmo,26,Semanal
2408,52,Masculino,Shorts,38.0,Cartao de Credito,11,Duas vezes/semana
2409,23,Masculino,Tenis,55.0,PayPal,44,A cada 3 meses
2410,26,Masculino,Joias,37.0,Cartao de Credito,47,A cada 3 meses
2411,48,Masculino,Sapato,43.0,Venmo,46,Mensal
2412,49,Masculino,Agasalho,96.0,Cartao de Debito,35,A cada 3 meses
2413,53,Masculino,Jaqueta,51.0,Cartao de Debito,8,Duas vezes/semana
2414,69,Masculino,Shorts,95.0,Transferencia Bancaria,30,Semanal
2415,26,Masculino,Meias,26.0,PayPal,14,Duas vezes/semana
2416,21,Masculino,Casaco,34.0,Dinheiro,30,Semanal
2417,59,Masculino,Sandalias,83.0,Dinheiro,26,A cada 3 meses
2418,21,Masculino,Mochila,24.0,Transferencia Bancaria,32,Quinzenal
2419,22,Masculino,Calca,69.0,Transferencia Bancaria,47,A cada 3 meses
2420,26,Masculino,Sueter,40.0,Venmo,11,A cada 3 meses
2421,41,Masculino,Jaqueta,87.0,PayPal,28,Anual
2422,37,Masculino,Tenis,46.0,PayPal,2,A cada 3 meses
2423,30,Masculino,Joias,82.0,Cartao de Credito,45,Semanal
2424,49,Masculino,Mochila,81.0,PayPal,7,A cada 3 meses
2425,49,Masculino,Joias,57.0,Cartao de Debito,28,Duas vezes/semana
2426,58,Masculino,Sapato,49.0,Venmo,34,Trimestral
2427,70,Masculino,Jaqueta,42.0,Venmo,26,A cada 3 meses
2428,27,Masculino,Jaqueta,26.0,Cartao de Debito,45,Trimestral
2429,65,Masculino,Camiseta,38.0,PayPal,34,Anual
2430,57,Masculino,Tenis,57.0,PayPal,47,Quinzenal
2431,20,Masculino,Jaqueta,100.0,Dinheiro,42,Trimestral
2432,34,Masculino,Agasalho,73.0,Dinheiro,27,A cada 3 meses
2433,59,Masculino,Jaqueta,66.0,PayPal,43,Mensal
2434,54,Masculino,Camiseta,73.0,Dinheiro,16,Duas vezes/semana
2435,36,Masculino,Luvas,45.0,Dinheiro,40,Mensal
2436,21,Masculino,Tenis,27.0,Dinheiro,29,Duas vezes/semana
2437,52,Masculino,Camiseta,24.0,Cartao de Credito,38,Trimestral
2438,43,Masculino,Tenis,59.0,Cartao de Credito,34,Semanal
2439,32,Masculino,Jeans,20.0,Dinheiro,30,Semanal
2440,55,Masculino,Bolsa,44.0,Dinheiro,45,Anual
2441,31,Masculino,Meias,90.0,Transferencia Bancaria,47,Anual
2442,45,Masculino,Joias,36.0,Cartao de Credito,5,Mensal
2443,53,Masculino,Blusa,95.0,PayPal,50,Duas vezes/semana
2444,24,Masculino,Mochila,30.0,Venmo,24,Duas vezes/semana
2445,47,Masculino,Cachecol,65.0,Dinheiro,15,Duas vezes/semana
2446,63,Masculino,Cachecol,96.0,PayPal,50,Semanal
2447,38,Masculino,Camisa,65.0,Dinheiro,7,Mensal
2448,59,Masculino,Calca,47.0,Venmo,10,Quinzenal
2449,54,Masculino,Bone,25.0,Transferencia Bancaria,38,Duas vezes/semana
2450,26,Masculino,Casaco,56.0,Cartao de Debito,31,Quinzenal
2451,68,Masculino,Camiseta,76.0,Venmo,7,Trimestral
2452,41,Masculino,Meias,60.0,Cartao de Debito,27,Mensal
2453,68,Masculino,Camisa,67.0,Venmo,45,A cada 3 meses
2454,21,Masculino,Sueter,95.0,PayPal,13,Anual
2455,32,Masculino,Luvas,72.0,Transferencia Bancaria,33,Anual
2456,20,Masculino,Cinto,98.0,PayPal,25,A cada 3 meses
2457,59,Masculino,Jeans,83.0,Cartao de Credito,5,Mensal
2458,53,Masculino,Bolsa,37.0,PayPal,23,Trimestral
2459,66,Masculino,Camiseta,85.0,Transferencia Bancaria,17,Semanal
2460,47,Masculino,Meias,36.0,PayPal,14,Semanal
2461,58,Masculino,Jeans,36.0,Venmo,28,Anual
2462,28,Masculino,Cachecol,86.0,PayPal,19,Semanal
2463,68,Masculino,Calca,99.0,Venmo,31,Duas vezes/semana
2464,60,Masculino,Blusa,21.0,Transferencia Bancaria,25,Duas vezes/semana
2465,47,Masculino,Jaqueta,84.0,Cartao de Debito,4,Duas vezes/semana
2466,18,Masculino,Sandalias,63.0,Dinheiro,20,Semanal
2467,32,Masculino,Shorts,84.0,Dinheiro,37,Anual
2468,27,Masculino,Shorts,72.0,Cartao de Debito,28,Anual
2469,65,Masculino,Saia,21.0,Cartao de Credito,6,Semanal
2470,68,Masculino,Sandalias,92.0,Dinheiro,27,Anual
2471,55,Masculino,Blusa,72.0,Dinheiro,29,Quinzenal
2472,30,Masculino,Sandalias,83.0,Dinheiro,1,Anual
2473,24,Masculino,Camisa,73.0,Transferencia Bancaria,31,Anual
2474,57,Masculino,Meias,98.0,Dinheiro,28,Trimestral
2475,23,Masculino,Camiseta,76.0,Dinheiro,19,Trimestral
2476,69,Masculino,Vestido,43.0,Transferencia Bancaria,36,Mensal
2477,60,Masculino,Bone,60.0,Cartao de Debito,28,Mensal
2478,25,Masculino,Luvas,40.0,Cartao de Debito,29,Semanal
2479,18,Masculino,Meias,93.0,Dinheiro,9,A cada 3 meses
2480,37,Masculino,Vestido,98.0,Venmo,26,A cada 3 meses
2481,61,Masculino,Meias,91.0,Cartao de Debito,7,Quinzenal
2482,41,Masculino,Cinto,92.0,Venmo,35,Semanal
2483,69,Masculino,Bolsa,87.0,PayPal,46,A cada 3 meses
2484,32,Masculino,Saia,96.0,PayPal,8,Mensal
2485,60,Masculino,Agasalho,97.0,Transferencia Bancaria,50,A cada 3 meses
2486,43,Masculino,Blusa,55.0,Cartao de Credito,37,Anual
2487,61,Masculino,Jeans,58.0,Cartao de Credito,6,Quinzenal
2488,57,Masculino,Botas,21.0,PayPal,16,Duas vezes/semana
2489,56,Masculino,Bolsa,82.0,Cartao de Credito,30,Mensal
2490,66,Masculino,Casaco,34.0,Cartao de Credito,50,Trimestral
2491,52,Masculino,Blusa,78.0,PayPal,5,A cada 3 meses
2492,63,Masculino,Bolsa,47.0,Cartao de Debito,15,Mensal
2493,50,Masculino,Óculos de Sol,96.0,Venmo,34,Duas vezes/semana
2494,21,Masculino,Meias,23.0,Dinheiro,6,A cada 3 meses
2495,42,Masculino,Sapato,27.0,PayPal,26,Anual
2496,40,Masculino,Mochila,37.0,Transferencia Bancaria,34,A cada 3 meses
2497,67,Masculino,Cachecol,79.0,Transferencia Bancaria,37,Semanal
2498,35,Masculino,Mochila,40.0,Transferencia Bancaria,28,Anual
2499,18,Masculino,Casaco,39.0,Dinheiro,38,Quinzenal
2500,52,Masculino,Agasalho,73.0,Cartao de Debito,2,Trimestral
2501,59,Masculino,Luvas,84.0,Cartao de Credito,32,Duas vezes/semana
2502,49,Masculino,Shorts,94.0,Dinheiro,30,Duas vezes/semana
2503,46,Masculino,Saia,47.0,Dinheiro,17,A cada 3 meses
2504,69,Masculino,Botas,77.0,PayPal,5,Duas vezes/semana
2505,56,Masculino,Shorts,94.0,Cartao de Credito,31,Duas vezes/semana
2506,27,Masculino,Bolsa,75.0,PayPal,43,Trimestral
2507,57,Masculino,Vestido,82.0,Cartao de Debito,19,Anual
2508,58,Masculino,Sapato,36.0,PayPal,32,A cada 3 meses
2509,23,Masculino,Tenis,90.0,Dinheiro,5,Duas vezes/semana
2510,19,Masculino,Meias,48.0,PayPal,9,Trimestral
2511,40,Masculino,Jaqueta,42.0,Dinheiro,48,Semanal
2512,54,Masculino,Mochila,33.0,Cartao de Debito,1,Trimestral
2513,50,Masculino,Meias,63.0,Cartao de Credito,20,Mensal
2514,69,Masculino,Bolsa,53.0,Cartao de Debito,42,Anual
2515,42,Masculino,Bone,37.0,Cartao de Debito,45,Duas vezes/semana
2516,37,Masculino,Blusa,92.0,Transferencia Bancaria,41,Mensal
2517,46,Masculino,Shorts,73.0,Transferencia Bancaria,36,Trimestral
2518,64,Masculino,Camisa,38.0,Cartao de Credito,10,Anual
2519,20,Masculino,Botas,51.0,PayPal,31,Anual
2520,40,Masculino,Jaqueta,90.0,Cartao de Credito,21,Trimestral
2521,64,Masculino,Jaqueta,56.0,Transferencia Bancaria,16,A cada 3 meses
2522,29,Masculino,Bolsa,33.0,Cartao de Debito,18,A cada 3 meses
2523,20,Masculino,Cinto,53.0,Dinheiro,20,Semanal
2524,43,Masculino,Bolsa,24.0,Dinheiro,21,Anual
2525,60,Masculino,Casaco,59.0,Venmo,23,Trimestral
2526,39,Masculino,Sueter,72.0,PayPal,20,Semanal
2527,47,Masculino,Shorts,28.0,Transferencia Bancaria,30,Duas vezes/semana
2528,19,Masculino,Calca,36.0,Dinheiro,33,A cada 3 meses
2529,52,Masculino,Joias,47.0,Transferencia Bancaria,31,Mensal
2530,34,Masculino,Luvas,62.0,Dinheiro,48,Mensal
2531,25,Masculino,Saia,98.0,Cartao de Debito,28,Semanal
2532,43,Masculino,Sandalias,28.0,PayPal,7,A cada 3 meses
2533,55,Masculino,Meias,86.0,PayPal,4,Semanal
2534,66,Masculino,Joias,46.0,Venmo,49,Duas vezes/semana
2535,41,Masculino,Óculos de Sol,42.0,PayPal,22,Semanal
2536,47,Masculino,Casaco,80.0,Transferencia Bancaria,39,Quinzenal
2537,51,Masculino,Cinto,39.0,Transferencia Bancaria,45,A cada 3 meses
2538,44,Masculino,Casaco,49.0,Cartao de Debito,30,Quinzenal
2539,18,Masculino,Cachecol,32.0,Venmo,33,Duas vezes/semana
2540,33,Masculino,Sandalias,73.0,PayPal,24,Duas vezes/semana
2541,24,Masculino,Cinto,42.0,PayPal,11,Trimestral
2542,33,Masculino,Cachecol,58.0,Venmo,13,A cada 3 meses
2543,61,Masculino,Joias,22.0,PayPal,27,Anual
2544,27,Masculino,Cachecol,56.0,Cartao de Debito,30,Duas vezes/semana
2545,46,Masculino,Calca,70.0,Dinheiro,39,Trimestral
2546,38,Masculino,Sapato,50.0,Transferencia Bancaria,10,Anual
2547,63,Masculino,Botas,21.0,Venmo,4,Trimestral
2548,47,Masculino,Jaqueta,97.0,Transferencia Bancaria,16,Semanal
2549,42,Masculino,Mochila,63.0,Cartao de Credito,34,Mensal
2550,41,Masculino,Jaqueta,60.0,Cartao de Credito,11,A cada 3 meses
2551,53,Masculino,Botas,52.0,Cartao de Credito,30,Quinzenal
2552,29,Masculino,Sapato,32.0,Dinheiro,40,Anual
2553,61,Masculino,Cinto,48.0,Dinheiro,13,Anual
2554,69,Masculino,Joias,25.0,Dinheiro,28,A cada 3 meses
2555,51,Masculino,Joias,68.0,Transferencia Bancaria,49,Duas vezes/semana
2556,24,Masculino,Calca,74.0,PayPal,23,Semanal
2557,24,Masculino,Camiseta,88.0,PayPal,4,Trimestral
2558,70,Masculino,Shorts,23.0,Venmo,17,Quinzenal
2559,49,Masculino,Agasalho,32.0,Dinheiro,24,Quinzenal
2560,48,Masculino,Cinto,71.0,Venmo,21,A cada 3 meses
2561,58,Masculino,Botas,62.0,Cartao de Debito,17,Duas vezes/semana
2562,32,Masculino,Agasalho,20.0,Cartao de Credito,22,Trimestral
2563,57,Masculino,Shorts,62.0,Cartao de Debito,27,Quinzenal
2564,69,Masculino,Mochila,81.0,PayPal,1,A cada 3 meses
2565,42,Masculino,Cachecol,90.0,Cartao de Debito,27,Semanal
2566,30,Masculino,Meias,43.0,Cartao de Debito,8,Trimestral
2567,35,Masculino,Bolsa,38.0,Cartao de Credito,43,Trimestral
2568,19,Masculino,Óculos de Sol,25.0,Venmo,24,Quinzenal
2569,52,Masculino,Camiseta,98.0,Dinheiro,29,Quinzenal
2570,42,Masculino,Vestido,75.0,Cartao de Debito,10,Duas vezes/semana
2571,36,Masculino,Tenis,27.0,Transferencia Bancaria,12,Quinzenal
2572,45,Masculino,Óculos de Sol,27.0,Cartao de Credito,48,Quinzenal
2573,54,Masculino,Blusa,42.0,Cartao de Debito,40,Trimestral
2574,54,Masculino,Camiseta,90.0,Transferencia Bancaria,1,Anual
2575,27,Masculino,Bone,63.0,Cartao de Credito,26,Quinzenal
2576,53,Masculino,Shorts,96.0,Dinheiro,9,Anual
2577,20,Masculino,Agasalho,40.0,PayPal,19,Trimestral
2578,52,Masculino,Meias,39.0,Cartao de Debito,37,Mensal
2579,54,Masculino,Óculos de Sol,48.0,Transferencia Bancaria,3,Trimestral
2580,65,Masculino,Blusa,20.0,Venmo,40,Semanal
2581,43,Masculino,Jeans,29.0,Dinheiro,13,Trimestral
2582,57,Masculino,Vestido,81.0,Transferencia Bancaria,48,Mensal
2583,19,Masculino,Vestido,98.0,Venmo,4,A cada 3 meses
2584,69,Masculino,Jeans,93.0,Transferencia Bancaria,9,Semanal
2585,26,Masculino,Meias,30.0,PayPal,26,Duas vezes/semana
2586,57,Masculino,Óculos de Sol,37.0,Venmo,19,Semanal
2587,20,Masculino,Casaco,28.0,Venmo,1,A cada 3 meses
2588,55,Masculino,Cachecol,29.0,PayPal,29,A cada 3 meses
2589,44,Masculino,Mochila,49.0,Venmo,38,Duas vezes/semana
2590,52,Masculino,Calca,53.0,Transferencia Bancaria,31,Anual
2591,57,Masculino,Luvas,66.0,PayPal,35,Anual
2592,40,Masculino,Jaqueta,61.0,Cartao de Debito,40,Trimestral
2593,23,Masculino,Shorts,23.0,Dinheiro,13,Trimestral
2594,36,Masculino,Calca,36.0,Cartao de Debito,9,A cada 3 meses
2595,59,Masculino,Saia,81.0,Cartao de Credito,25,A cada 3 meses
2596,29,Masculino,Blusa,56.0,Cartao de Credito,3,Duas vezes/semana
2597,63,Masculino,Camisa,78.0,Venmo,35,Mensal
2598,60,Masculino,Joias,25.0,Transferencia Bancaria,13,Duas vezes/semana
2599,64,Masculino,Mochila,86.0,Cartao de Credito,31,Anual
2600,63,Masculino,Joias,99.0,Cartao de Credito,48,Mensal
2601,21,Masculino,Cinto,83.0,Cartao de Debito,6,Duas vezes/semana
2602,61,Masculino,Vestido,33.0,PayPal,43,Mensal
2603,65,Masculino,Casaco,44.0,Venmo,1,Trimestral
2604,69,Masculino,Vestido,58.0,Cartao de Debito,8,Anual
2605,47,Masculino,Sueter,54.0,Cartao de Credito,6,Semanal
2606,41,Masculino,Agasalho,93.0,Cartao de Debito,32,Quinzenal
2607,68,Masculino,Sapato,98.0,Transferencia Bancaria,46,Duas vezes/semana
2608,41,Masculino,Sapato,36.0,Transferencia Bancaria,38,A cada 3 meses
2609,42,Masculino,Jaqueta,68.0,PayPal,48,Quinzenal
2610,66,Masculino,Mochila,95.0,Cartao de Credito,18,Duas vezes/semana
2611,66,Masculino,Jeans,93.0,Transferencia Bancaria,25,Trimestral
2612,33,Masculino,Jaqueta,99.0,Dinheiro,4,Quinzenal
2613,55,Masculino,Óculos de Sol,22.0,Dinheiro,27,Trimestral
2614,58,Masculino,Luvas,88.0,Dinheiro,14,Mensal
2615,18,Masculino,Jaqueta,65.0,Cartao de Credito,36,Quinzenal
2616,49,Masculino,Camiseta,62.0,Venmo,6,Trimestral
2617,61,Masculino,Sandalias,55.0,Transferencia Bancaria,46,Anual
2618,31,Masculino,Shorts,97.0,Transferencia Bancaria,29,Anual
2619,70,Masculino,Bolsa,77.0,Cartao de Credito,12,Mensal
2620,68,Masculino,Calca,40.0,Cartao de Credito,47,Semanal
2621,27,Masculino,Blusa,23.0,Venmo,28,Anual
2622,48,Masculino,Sapato,46.0,PayPal,21,Anual
2623,63,Masculino,Mochila,75.0,Venmo,15,Anual
2624,49,Masculino,Sapato,76.0,Dinheiro,38,Anual
2625,19,Masculino,Vestido,59.0,Cartao de Debito,19,Anual
2626,30,Masculino,Saia,51.0,Transferencia Bancaria,31,Semanal
2627,50,Masculino,Jaqueta,46.0,Transferencia Bancaria,30,A cada 3 meses
2628,66,Masculino,Camisa,26.0,PayPal,40,Trimestral
2629,25,Masculino,Agasalho,51.0,Venmo,42,Duas vezes/semana
2630,61,Masculino,Cachecol,44.0,Venmo,25,Anual
2631,29,Masculino,Saia,82.0,Transferencia Bancaria,20,Trimestral
2632,53,Masculino,Saia,44.0,PayPal,3,Semanal
2633,24,Masculino,Cachecol,27.0,Venmo,14,Anual
2634,51,Masculino,Óculos de Sol,90.0,PayPal,32,Quinzenal
2635,26,Masculino,Sandalias,58.0,Dinheiro,20,A cada 3 meses
2636,59,Masculino,Agasalho,80.0,PayPal,34,Quinzenal
2637,41,Masculino,Jaqueta,40.0,PayPal,6,Anual
2638,20,Masculino,Calca,23.0,Cartao de Credito,2,Anual
2639,22,Masculino,Camisa,34.0,PayPal,35,Anual
2640,18,Masculino,Blusa,35.0,Cartao de Debito,33,Trimestral
2641,30,Masculino,Saia,75.0,Cartao de Debito,45,Duas vezes/semana
2642,25,Masculino,Óculos de Sol,60.0,Cartao de Debito,20,A cada 3 meses
2643,39,Masculino,Cinto,87.0,Cartao de Debito,48,Anual
2644,49,Masculino,Luvas,41.0,Cartao de Credito,37,Mensal
2645,25,Masculino,Calca,83.0,PayPal,4,A cada 3 meses
2646,23,Masculino,Cachecol,81.0,Transferencia Bancaria,24,Duas vezes/semana
2647,33,Masculino,Camiseta,56.0,Dinheiro,4,A cada 3 meses
2648,60,Masculino,Sapato,58.0,Cartao de Debito,25,Anual
2649,51,Masculino,Calca,84.0,Venmo,14,Duas vezes/semana
2650,23,Masculino,Luvas,21.0,Cartao de Credito,14,Quinzenal
2651,20,Masculino,Meias,35.0,PayPal,46,A cada 3 meses
2652,51,Masculino,Tenis,43.0,Venmo,27,Trimestral
2653,23,Feminino,Shorts,20.0,Cartao de Debito,46,Mensal
2654,67,Feminino,Blusa,36.0,Cartao de Credito,24,A cada 3 meses
2655,23,Feminino,Casaco,70.0,Cartao de Debito,4,Anual
2656,26,Feminino,Óculos de Sol,83.0,Cartao de Credito,2,Quinzenal
2657,52,Feminino,Shorts,76.0,Transferencia Bancaria,29,Quinzenal
2658,52,Feminino,Vestido,81.0,PayPal,7,Quinzenal
2659,52,Feminino,Bolsa,47.0,Transferencia Bancaria,39,Mensal
2660,35,Feminino,Botas,35.0,Transferencia Bancaria,46,Quinzenal
2661,24,Feminino,Calca,85.0,Cartao de Debito,44,Anual
2662,43,Feminino,Botas,96.0,Cartao de Debito,20,Anual
2663,25,Feminino,Saia,98.0,PayPal,44,Quinzenal
2664,46,Feminino,Tenis,52.0,Cartao de Credito,23,Anual
2665,22,Feminino,Joias,84.0,Cartao de Debito,37,Semanal
2666,70,Feminino,Camiseta,71.0,Venmo,4,Semanal
2667,49,Feminino,Sandalias,95.0,Transferencia Bancaria,14,Quinzenal
2668,48,Feminino,Botas,47.0,Venmo,31,Quinzenal
2669,59,Feminino,Casaco,75.0,Venmo,9,Trimestral
2670,39,Feminino,Cinto,28.0,PayPal,31,Semanal
2671,30,Feminino,Óculos de Sol,44.0,Venmo,26,Duas vezes/semana
2672,37,Feminino,Sandalias,64.0,Dinheiro,41,A cada 3 meses
2673,56,Feminino,Botas,28.0,Cartao de Debito,13,Anual
2674,67,Feminino,Agasalho,21.0,Dinheiro,4,Mensal
2675,40,Feminino,Bone,41.0,Cartao de Debito,15,A cada 3 meses
2676,24,Feminino,Shorts,38.0,Dinheiro,38,Duas vezes/semana
2677,43,Feminino,Mochila,77.0,Venmo,3,Quinzenal
2678,45,Feminino,Shorts,43.0,Cartao de Debito,6,A cada 3 meses
2679,33,Feminino,Cinto,91.0,Dinheiro,34,Duas vezes/semana
2680,53,Feminino,Shorts,68.0,Cartao de Debito,7,Trimestral
2681,44,Feminino,Meias,37.0,PayPal,21,Anual
2682,23,Feminino,Sapato,23.0,Transferencia Bancaria,17,Mensal
2683,59,Feminino,Tenis,65.0,Venmo,5,A cada 3 meses
2684,68,Feminino,Mochila,30.0,Dinheiro,21,Quinzenal
2685,46,Feminino,Vestido,45.0,Venmo,42,Duas vezes/semana
2686,56,Feminino,Botas,25.0,Venmo,49,Trimestral
2687,40,Feminino,Meias,72.0,Venmo,33,Quinzenal
2688,61,Feminino,Vestido,75.0,Dinheiro,12,Duas vezes/semana
2689,53,Feminino,Bolsa,63.0,Dinheiro,18,A cada 3 meses
2690,29,Feminino,Blusa,35.0,Cartao de Credito,47,Trimestral
2691,44,Feminino,Cinto,32.0,Venmo,18,Semanal
2692,43,Feminino,Calca,25.0,Transferencia Bancaria,48,Mensal
2693,40,Feminino,Tenis,90.0,Venmo,18,A cada 3 meses
2694,55,Feminino,Botas,70.0,Cartao de Debito,46,Trimestral
2695,66,Feminino,Óculos de Sol,27.0,Venmo,34,A cada 3 meses
2696,50,Feminino,Bone,92.0,Cartao de Debito,10,Duas vezes/semana
2697,57,Feminino,Casaco,20.0,Cartao de Credito,12,Mensal
2698,42,Feminino,Jaqueta,52.0,Cartao de Credito,36,Trimestral
2699,55,Feminino,Agasalho,57.0,Venmo,34,Trimestral
2700,25,Feminino,Botas,96.0,Venmo,49,Anual
2701,22,Feminino,Camiseta,68.0,Transferencia Bancaria,36,Semanal
2702,49,Feminino,Sueter,30.0,Transferencia Bancaria,18,Quinzenal
2703,70,Feminino,Sapato,37.0,PayPal,39,Quinzenal
2704,56,Feminino,Cachecol,42.0,Transferencia Bancaria,34,Semanal
2705,52,Feminino,Vestido,54.0,Cartao de Credito,35,Semanal
2706,65,Feminino,Jaqueta,81.0,Cartao de Debito,1,Duas vezes/semana
2707,24,Feminino,Sapato,40.0,Transferencia Bancaria,48,Trimestral
2708,32,Feminino,Mochila,88.0,Dinheiro,19,Semanal
2709,57,Feminino,Vestido,94.0,Cartao de Debito,44,Semanal
2710,35,Feminino,Camisa,54.0,Cartao de Debito,9,Duas vezes/semana
